"Artists","Name","Rank","Date","Genre","Writing.Credits","Songwriter","word"
"DJ Khaled, Justin Bieber, Quavo, Chance The Rapper, Lil Wayne","I'm The One",12,"28-Apr-17"," New Orleans , Chicago , Southern , Atlanta ,  Canada , Pop  , YMCMB , Quality Control Music , Summer , SAVEMONEY , Roc Nation , Young Money , Epic Records , Trip-Hop , R&B  , Rap  ","Poo Bear, Ray “August Grant” Jacobs, Bobby Brackins, David Park, Nic Nac, Quavo, Lil Wayne, Chance The Rapper, Justin Bieber & DJ Khaled","False","lie"
"DJ Khaled, Justin Bieber, Quavo, Chance The Rapper, Lil Wayne","I'm The One",12,"28-Apr-17"," New Orleans , Chicago , Southern , Atlanta ,  Canada , Pop  , YMCMB , Quality Control Music , Summer , SAVEMONEY , Roc Nation , Young Money , Epic Records , Trip-Hop , R&B  , Rap  ","Poo Bear, Ray “August Grant” Jacobs, Bobby Brackins, David Park, Nic Nac, Quavo, Lil Wayne, Chance The Rapper, Justin Bieber & DJ Khaled","False","yeah"
"DJ Khaled, Justin Bieber, Quavo, Chance The Rapper, Lil Wayne","I'm The One",12,"28-Apr-17"," New Orleans , Chicago , Southern , Atlanta ,  Canada , Pop  , YMCMB , Quality Control Music , Summer , SAVEMONEY , Roc Nation , Young Money , Epic Records , Trip-Hop , R&B  , Rap  ","Poo Bear, Ray “August Grant” Jacobs, Bobby Brackins, David Park, Nic Nac, Quavo, Lil Wayne, Chance The Rapper, Justin Bieber & DJ Khaled","False","mornin"
"DJ Khaled, Justin Bieber, Quavo, Chance The Rapper, Lil Wayne","I'm The One",12,"28-Apr-17"," New Orleans , Chicago , Southern , Atlanta ,  Canada , Pop  , YMCMB , Quality Control Music , Summer , SAVEMONEY , Roc Nation , Young Money , Epic Records , Trip-Hop , R&B  , Rap  ","Poo Bear, Ray “August Grant” Jacobs, Bobby Brackins, David Park, Nic Nac, Quavo, Lil Wayne, Chance The Rapper, Justin Bieber & DJ Khaled","False","dawn"
"DJ Khaled, Justin Bieber, Quavo, Chance The Rapper, Lil Wayne","I'm The One",12,"28-Apr-17"," New Orleans , Chicago , Southern , Atlanta ,  Canada , Pop  , YMCMB , Quality Control Music , Summer , SAVEMONEY , Roc Nation , Young Money , Epic Records , Trip-Hop , R&B  , Rap  ","Poo Bear, Ray “August Grant” Jacobs, Bobby Brackins, David Park, Nic Nac, Quavo, Lil Wayne, Chance The Rapper, Justin Bieber & DJ Khaled","False","wanna"
"DJ Khaled, Justin Bieber, Quavo, Chance The Rapper, Lil Wayne","I'm The One",12,"28-Apr-17"," New Orleans , Chicago , Southern , Atlanta ,  Canada , Pop  , YMCMB , Quality Control Music , Summer , SAVEMONEY , Roc Nation , Young Money , Epic Records , Trip-Hop , R&B  , Rap  ","Poo Bear, Ray “August Grant” Jacobs, Bobby Brackins, David Park, Nic Nac, Quavo, Lil Wayne, Chance The Rapper, Justin Bieber & DJ Khaled","False","ride"
"DJ Khaled, Justin Bieber, Quavo, Chance The Rapper, Lil Wayne","I'm The One",12,"28-Apr-17"," New Orleans , Chicago , Southern , Atlanta ,  Canada , Pop  , YMCMB , Quality Control Music , Summer , SAVEMONEY , Roc Nation , Young Money , Epic Records , Trip-Hop , R&B  , Rap  ","Poo Bear, Ray “August Grant” Jacobs, Bobby Brackins, David Park, Nic Nac, Quavo, Lil Wayne, Chance The Rapper, Justin Bieber & DJ Khaled","False","ride"
"DJ Khaled, Justin Bieber, Quavo, Chance The Rapper, Lil Wayne","I'm The One",12,"28-Apr-17"," New Orleans , Chicago , Southern , Atlanta ,  Canada , Pop  , YMCMB , Quality Control Music , Summer , SAVEMONEY , Roc Nation , Young Money , Epic Records , Trip-Hop , R&B  , Rap  ","Poo Bear, Ray “August Grant” Jacobs, Bobby Brackins, David Park, Nic Nac, Quavo, Lil Wayne, Chance The Rapper, Justin Bieber & DJ Khaled","False","ride"
"DJ Khaled, Justin Bieber, Quavo, Chance The Rapper, Lil Wayne","I'm The One",12,"28-Apr-17"," New Orleans , Chicago , Southern , Atlanta ,  Canada , Pop  , YMCMB , Quality Control Music , Summer , SAVEMONEY , Roc Nation , Young Money , Epic Records , Trip-Hop , R&B  , Rap  ","Poo Bear, Ray “August Grant” Jacobs, Bobby Brackins, David Park, Nic Nac, Quavo, Lil Wayne, Chance The Rapper, Justin Bieber & DJ Khaled","False","yeah"
"DJ Khaled, Justin Bieber, Quavo, Chance The Rapper, Lil Wayne","I'm The One",12,"28-Apr-17"," New Orleans , Chicago , Southern , Atlanta ,  Canada , Pop  , YMCMB , Quality Control Music , Summer , SAVEMONEY , Roc Nation , Young Money , Epic Records , Trip-Hop , R&B  , Rap  ","Poo Bear, Ray “August Grant” Jacobs, Bobby Brackins, David Park, Nic Nac, Quavo, Lil Wayne, Chance The Rapper, Justin Bieber & DJ Khaled","False","yeah"
"DJ Khaled, Justin Bieber, Quavo, Chance The Rapper, Lil Wayne","I'm The One",12,"28-Apr-17"," New Orleans , Chicago , Southern , Atlanta ,  Canada , Pop  , YMCMB , Quality Control Music , Summer , SAVEMONEY , Roc Nation , Young Money , Epic Records , Trip-Hop , R&B  , Rap  ","Poo Bear, Ray “August Grant” Jacobs, Bobby Brackins, David Park, Nic Nac, Quavo, Lil Wayne, Chance The Rapper, Justin Bieber & DJ Khaled","False","sick"
"DJ Khaled, Justin Bieber, Quavo, Chance The Rapper, Lil Wayne","I'm The One",12,"28-Apr-17"," New Orleans , Chicago , Southern , Atlanta ,  Canada , Pop  , YMCMB , Quality Control Music , Summer , SAVEMONEY , Roc Nation , Young Money , Epic Records , Trip-Hop , R&B  , Rap  ","Poo Bear, Ray “August Grant” Jacobs, Bobby Brackins, David Park, Nic Nac, Quavo, Lil Wayne, Chance The Rapper, Justin Bieber & DJ Khaled","False","imitators"
"DJ Khaled, Justin Bieber, Quavo, Chance The Rapper, Lil Wayne","I'm The One",12,"28-Apr-17"," New Orleans , Chicago , Southern , Atlanta ,  Canada , Pop  , YMCMB , Quality Control Music , Summer , SAVEMONEY , Roc Nation , Young Money , Epic Records , Trip-Hop , R&B  , Rap  ","Poo Bear, Ray “August Grant” Jacobs, Bobby Brackins, David Park, Nic Nac, Quavo, Lil Wayne, Chance The Rapper, Justin Bieber & DJ Khaled","False","real"
"DJ Khaled, Justin Bieber, Quavo, Chance The Rapper, Lil Wayne","I'm The One",12,"28-Apr-17"," New Orleans , Chicago , Southern , Atlanta ,  Canada , Pop  , YMCMB , Quality Control Music , Summer , SAVEMONEY , Roc Nation , Young Money , Epic Records , Trip-Hop , R&B  , Rap  ","Poo Bear, Ray “August Grant” Jacobs, Bobby Brackins, David Park, Nic Nac, Quavo, Lil Wayne, Chance The Rapper, Justin Bieber & DJ Khaled","False","intimidate"
"DJ Khaled, Justin Bieber, Quavo, Chance The Rapper, Lil Wayne","I'm The One",12,"28-Apr-17"," New Orleans , Chicago , Southern , Atlanta ,  Canada , Pop  , YMCMB , Quality Control Music , Summer , SAVEMONEY , Roc Nation , Young Money , Epic Records , Trip-Hop , R&B  , Rap  ","Poo Bear, Ray “August Grant” Jacobs, Bobby Brackins, David Park, Nic Nac, Quavo, Lil Wayne, Chance The Rapper, Justin Bieber & DJ Khaled","False","ya"
"DJ Khaled, Justin Bieber, Quavo, Chance The Rapper, Lil Wayne","I'm The One",12,"28-Apr-17"," New Orleans , Chicago , Southern , Atlanta ,  Canada , Pop  , YMCMB , Quality Control Music , Summer , SAVEMONEY , Roc Nation , Young Money , Epic Records , Trip-Hop , R&B  , Rap  ","Poo Bear, Ray “August Grant” Jacobs, Bobby Brackins, David Park, Nic Nac, Quavo, Lil Wayne, Chance The Rapper, Justin Bieber & DJ Khaled","False","watchin"
"DJ Khaled, Justin Bieber, Quavo, Chance The Rapper, Lil Wayne","I'm The One",12,"28-Apr-17"," New Orleans , Chicago , Southern , Atlanta ,  Canada , Pop  , YMCMB , Quality Control Music , Summer , SAVEMONEY , Roc Nation , Young Money , Epic Records , Trip-Hop , R&B  , Rap  ","Poo Bear, Ray “August Grant” Jacobs, Bobby Brackins, David Park, Nic Nac, Quavo, Lil Wayne, Chance The Rapper, Justin Bieber & DJ Khaled","False","run"
"DJ Khaled, Justin Bieber, Quavo, Chance The Rapper, Lil Wayne","I'm The One",12,"28-Apr-17"," New Orleans , Chicago , Southern , Atlanta ,  Canada , Pop  , YMCMB , Quality Control Music , Summer , SAVEMONEY , Roc Nation , Young Money , Epic Records , Trip-Hop , R&B  , Rap  ","Poo Bear, Ray “August Grant” Jacobs, Bobby Brackins, David Park, Nic Nac, Quavo, Lil Wayne, Chance The Rapper, Justin Bieber & DJ Khaled","False","outta"
"DJ Khaled, Justin Bieber, Quavo, Chance The Rapper, Lil Wayne","I'm The One",12,"28-Apr-17"," New Orleans , Chicago , Southern , Atlanta ,  Canada , Pop  , YMCMB , Quality Control Music , Summer , SAVEMONEY , Roc Nation , Young Money , Epic Records , Trip-Hop , R&B  , Rap  ","Poo Bear, Ray “August Grant” Jacobs, Bobby Brackins, David Park, Nic Nac, Quavo, Lil Wayne, Chance The Rapper, Justin Bieber & DJ Khaled","False","time"
"DJ Khaled, Justin Bieber, Quavo, Chance The Rapper, Lil Wayne","I'm The One",12,"28-Apr-17"," New Orleans , Chicago , Southern , Atlanta ,  Canada , Pop  , YMCMB , Quality Control Music , Summer , SAVEMONEY , Roc Nation , Young Money , Epic Records , Trip-Hop , R&B  , Rap  ","Poo Bear, Ray “August Grant” Jacobs, Bobby Brackins, David Park, Nic Nac, Quavo, Lil Wayne, Chance The Rapper, Justin Bieber & DJ Khaled","False","yeah"
"DJ Khaled, Justin Bieber, Quavo, Chance The Rapper, Lil Wayne","I'm The One",12,"28-Apr-17"," New Orleans , Chicago , Southern , Atlanta ,  Canada , Pop  , YMCMB , Quality Control Music , Summer , SAVEMONEY , Roc Nation , Young Money , Epic Records , Trip-Hop , R&B  , Rap  ","Poo Bear, Ray “August Grant” Jacobs, Bobby Brackins, David Park, Nic Nac, Quavo, Lil Wayne, Chance The Rapper, Justin Bieber & DJ Khaled","False","eh"
"DJ Khaled, Justin Bieber, Quavo, Chance The Rapper, Lil Wayne","I'm The One",12,"28-Apr-17"," New Orleans , Chicago , Southern , Atlanta ,  Canada , Pop  , YMCMB , Quality Control Music , Summer , SAVEMONEY , Roc Nation , Young Money , Epic Records , Trip-Hop , R&B  , Rap  ","Poo Bear, Ray “August Grant” Jacobs, Bobby Brackins, David Park, Nic Nac, Quavo, Lil Wayne, Chance The Rapper, Justin Bieber & DJ Khaled","False","eh"
"DJ Khaled, Justin Bieber, Quavo, Chance The Rapper, Lil Wayne","I'm The One",12,"28-Apr-17"," New Orleans , Chicago , Southern , Atlanta ,  Canada , Pop  , YMCMB , Quality Control Music , Summer , SAVEMONEY , Roc Nation , Young Money , Epic Records , Trip-Hop , R&B  , Rap  ","Poo Bear, Ray “August Grant” Jacobs, Bobby Brackins, David Park, Nic Nac, Quavo, Lil Wayne, Chance The Rapper, Justin Bieber & DJ Khaled","False","eh"
"DJ Khaled, Justin Bieber, Quavo, Chance The Rapper, Lil Wayne","I'm The One",12,"28-Apr-17"," New Orleans , Chicago , Southern , Atlanta ,  Canada , Pop  , YMCMB , Quality Control Music , Summer , SAVEMONEY , Roc Nation , Young Money , Epic Records , Trip-Hop , R&B  , Rap  ","Poo Bear, Ray “August Grant” Jacobs, Bobby Brackins, David Park, Nic Nac, Quavo, Lil Wayne, Chance The Rapper, Justin Bieber & DJ Khaled","False","eh"
"DJ Khaled, Justin Bieber, Quavo, Chance The Rapper, Lil Wayne","I'm The One",12,"28-Apr-17"," New Orleans , Chicago , Southern , Atlanta ,  Canada , Pop  , YMCMB , Quality Control Music , Summer , SAVEMONEY , Roc Nation , Young Money , Epic Records , Trip-Hop , R&B  , Rap  ","Poo Bear, Ray “August Grant” Jacobs, Bobby Brackins, David Park, Nic Nac, Quavo, Lil Wayne, Chance The Rapper, Justin Bieber & DJ Khaled","False","eh"
"DJ Khaled, Justin Bieber, Quavo, Chance The Rapper, Lil Wayne","I'm The One",12,"28-Apr-17"," New Orleans , Chicago , Southern , Atlanta ,  Canada , Pop  , YMCMB , Quality Control Music , Summer , SAVEMONEY , Roc Nation , Young Money , Epic Records , Trip-Hop , R&B  , Rap  ","Poo Bear, Ray “August Grant” Jacobs, Bobby Brackins, David Park, Nic Nac, Quavo, Lil Wayne, Chance The Rapper, Justin Bieber & DJ Khaled","False","eh"
"DJ Khaled, Justin Bieber, Quavo, Chance The Rapper, Lil Wayne","I'm The One",12,"28-Apr-17"," New Orleans , Chicago , Southern , Atlanta ,  Canada , Pop  , YMCMB , Quality Control Music , Summer , SAVEMONEY , Roc Nation , Young Money , Epic Records , Trip-Hop , R&B  , Rap  ","Poo Bear, Ray “August Grant” Jacobs, Bobby Brackins, David Park, Nic Nac, Quavo, Lil Wayne, Chance The Rapper, Justin Bieber & DJ Khaled","False","eh"
"DJ Khaled, Justin Bieber, Quavo, Chance The Rapper, Lil Wayne","I'm The One",12,"28-Apr-17"," New Orleans , Chicago , Southern , Atlanta ,  Canada , Pop  , YMCMB , Quality Control Music , Summer , SAVEMONEY , Roc Nation , Young Money , Epic Records , Trip-Hop , R&B  , Rap  ","Poo Bear, Ray “August Grant” Jacobs, Bobby Brackins, David Park, Nic Nac, Quavo, Lil Wayne, Chance The Rapper, Justin Bieber & DJ Khaled","False","eh"
"DJ Khaled, Justin Bieber, Quavo, Chance The Rapper, Lil Wayne","I'm The One",12,"28-Apr-17"," New Orleans , Chicago , Southern , Atlanta ,  Canada , Pop  , YMCMB , Quality Control Music , Summer , SAVEMONEY , Roc Nation , Young Money , Epic Records , Trip-Hop , R&B  , Rap  ","Poo Bear, Ray “August Grant” Jacobs, Bobby Brackins, David Park, Nic Nac, Quavo, Lil Wayne, Chance The Rapper, Justin Bieber & DJ Khaled","False","girl"
"DJ Khaled, Justin Bieber, Quavo, Chance The Rapper, Lil Wayne","I'm The One",12,"28-Apr-17"," New Orleans , Chicago , Southern , Atlanta ,  Canada , Pop  , YMCMB , Quality Control Music , Summer , SAVEMONEY , Roc Nation , Young Money , Epic Records , Trip-Hop , R&B  , Rap  ","Poo Bear, Ray “August Grant” Jacobs, Bobby Brackins, David Park, Nic Nac, Quavo, Lil Wayne, Chance The Rapper, Justin Bieber & DJ Khaled","False","girl"
"DJ Khaled, Justin Bieber, Quavo, Chance The Rapper, Lil Wayne","I'm The One",12,"28-Apr-17"," New Orleans , Chicago , Southern , Atlanta ,  Canada , Pop  , YMCMB , Quality Control Music , Summer , SAVEMONEY , Roc Nation , Young Money , Epic Records , Trip-Hop , R&B  , Rap  ","Poo Bear, Ray “August Grant” Jacobs, Bobby Brackins, David Park, Nic Nac, Quavo, Lil Wayne, Chance The Rapper, Justin Bieber & DJ Khaled","False","yeah"
"DJ Khaled, Justin Bieber, Quavo, Chance The Rapper, Lil Wayne","I'm The One",12,"28-Apr-17"," New Orleans , Chicago , Southern , Atlanta ,  Canada , Pop  , YMCMB , Quality Control Music , Summer , SAVEMONEY , Roc Nation , Young Money , Epic Records , Trip-Hop , R&B  , Rap  ","Poo Bear, Ray “August Grant” Jacobs, Bobby Brackins, David Park, Nic Nac, Quavo, Lil Wayne, Chance The Rapper, Justin Bieber & DJ Khaled","False","girl"
"DJ Khaled, Justin Bieber, Quavo, Chance The Rapper, Lil Wayne","I'm The One",12,"28-Apr-17"," New Orleans , Chicago , Southern , Atlanta ,  Canada , Pop  , YMCMB , Quality Control Music , Summer , SAVEMONEY , Roc Nation , Young Money , Epic Records , Trip-Hop , R&B  , Rap  ","Poo Bear, Ray “August Grant” Jacobs, Bobby Brackins, David Park, Nic Nac, Quavo, Lil Wayne, Chance The Rapper, Justin Bieber & DJ Khaled","False","girl"
"DJ Khaled, Justin Bieber, Quavo, Chance The Rapper, Lil Wayne","I'm The One",12,"28-Apr-17"," New Orleans , Chicago , Southern , Atlanta ,  Canada , Pop  , YMCMB , Quality Control Music , Summer , SAVEMONEY , Roc Nation , Young Money , Epic Records , Trip-Hop , R&B  , Rap  ","Poo Bear, Ray “August Grant” Jacobs, Bobby Brackins, David Park, Nic Nac, Quavo, Lil Wayne, Chance The Rapper, Justin Bieber & DJ Khaled","False","yeah"
"DJ Khaled, Justin Bieber, Quavo, Chance The Rapper, Lil Wayne","I'm The One",12,"28-Apr-17"," New Orleans , Chicago , Southern , Atlanta ,  Canada , Pop  , YMCMB , Quality Control Music , Summer , SAVEMONEY , Roc Nation , Young Money , Epic Records , Trip-Hop , R&B  , Rap  ","Poo Bear, Ray “August Grant” Jacobs, Bobby Brackins, David Park, Nic Nac, Quavo, Lil Wayne, Chance The Rapper, Justin Bieber & DJ Khaled","False","girl"
"DJ Khaled, Justin Bieber, Quavo, Chance The Rapper, Lil Wayne","I'm The One",12,"28-Apr-17"," New Orleans , Chicago , Southern , Atlanta ,  Canada , Pop  , YMCMB , Quality Control Music , Summer , SAVEMONEY , Roc Nation , Young Money , Epic Records , Trip-Hop , R&B  , Rap  ","Poo Bear, Ray “August Grant” Jacobs, Bobby Brackins, David Park, Nic Nac, Quavo, Lil Wayne, Chance The Rapper, Justin Bieber & DJ Khaled","False","girl"
"DJ Khaled, Justin Bieber, Quavo, Chance The Rapper, Lil Wayne","I'm The One",12,"28-Apr-17"," New Orleans , Chicago , Southern , Atlanta ,  Canada , Pop  , YMCMB , Quality Control Music , Summer , SAVEMONEY , Roc Nation , Young Money , Epic Records , Trip-Hop , R&B  , Rap  ","Poo Bear, Ray “August Grant” Jacobs, Bobby Brackins, David Park, Nic Nac, Quavo, Lil Wayne, Chance The Rapper, Justin Bieber & DJ Khaled","False","yeah"
"DJ Khaled, Justin Bieber, Quavo, Chance The Rapper, Lil Wayne","I'm The One",12,"28-Apr-17"," New Orleans , Chicago , Southern , Atlanta ,  Canada , Pop  , YMCMB , Quality Control Music , Summer , SAVEMONEY , Roc Nation , Young Money , Epic Records , Trip-Hop , R&B  , Rap  ","Poo Bear, Ray “August Grant” Jacobs, Bobby Brackins, David Park, Nic Nac, Quavo, Lil Wayne, Chance The Rapper, Justin Bieber & DJ Khaled","False","girl"
"DJ Khaled, Justin Bieber, Quavo, Chance The Rapper, Lil Wayne","I'm The One",12,"28-Apr-17"," New Orleans , Chicago , Southern , Atlanta ,  Canada , Pop  , YMCMB , Quality Control Music , Summer , SAVEMONEY , Roc Nation , Young Money , Epic Records , Trip-Hop , R&B  , Rap  ","Poo Bear, Ray “August Grant” Jacobs, Bobby Brackins, David Park, Nic Nac, Quavo, Lil Wayne, Chance The Rapper, Justin Bieber & DJ Khaled","False","girl"
"DJ Khaled, Justin Bieber, Quavo, Chance The Rapper, Lil Wayne","I'm The One",12,"28-Apr-17"," New Orleans , Chicago , Southern , Atlanta ,  Canada , Pop  , YMCMB , Quality Control Music , Summer , SAVEMONEY , Roc Nation , Young Money , Epic Records , Trip-Hop , R&B  , Rap  ","Poo Bear, Ray “August Grant” Jacobs, Bobby Brackins, David Park, Nic Nac, Quavo, Lil Wayne, Chance The Rapper, Justin Bieber & DJ Khaled","False","yeah"
"DJ Khaled, Rihanna, Bryson Tiller","Wild Thoughts",18,"16-Jun-17"," Cloud , Roc Nation , Soul , Epic Records , Pop  , Rap  , R&B  ","The Product G&B, Carlos Santana, Jerry Duplessis, Wyclef Jean, PARTYNEXTDOOR, Bryson Tiller, Rihanna & DJ Khaled","False","wild"
"DJ Khaled, Rihanna, Bryson Tiller","Wild Thoughts",18,"16-Jun-17"," Cloud , Roc Nation , Soul , Epic Records , Pop  , Rap  , R&B  ","The Product G&B, Carlos Santana, Jerry Duplessis, Wyclef Jean, PARTYNEXTDOOR, Bryson Tiller, Rihanna & DJ Khaled","False","music"
"DJ Khaled, Rihanna, Bryson Tiller","Wild Thoughts",18,"16-Jun-17"," Cloud , Roc Nation , Soul , Epic Records , Pop  , Rap  , R&B  ","The Product G&B, Carlos Santana, Jerry Duplessis, Wyclef Jean, PARTYNEXTDOOR, Bryson Tiller, Rihanna & DJ Khaled","False","dj"
"DJ Khaled, Rihanna, Bryson Tiller","Wild Thoughts",18,"16-Jun-17"," Cloud , Roc Nation , Soul , Epic Records , Pop  , Rap  , R&B  ","The Product G&B, Carlos Santana, Jerry Duplessis, Wyclef Jean, PARTYNEXTDOOR, Bryson Tiller, Rihanna & DJ Khaled","False","khaled"
"DJ Khaled, Rihanna, Bryson Tiller","Wild Thoughts",18,"16-Jun-17"," Cloud , Roc Nation , Soul , Epic Records , Pop  , Rap  , R&B  ","The Product G&B, Carlos Santana, Jerry Duplessis, Wyclef Jean, PARTYNEXTDOOR, Bryson Tiller, Rihanna & DJ Khaled","False","wanna"
"DJ Khaled, Rihanna, Bryson Tiller","Wild Thoughts",18,"16-Jun-17"," Cloud , Roc Nation , Soul , Epic Records , Pop  , Rap  , R&B  ","The Product G&B, Carlos Santana, Jerry Duplessis, Wyclef Jean, PARTYNEXTDOOR, Bryson Tiller, Rihanna & DJ Khaled","False","nakey"
"DJ Khaled, Rihanna, Bryson Tiller","Wild Thoughts",18,"16-Jun-17"," Cloud , Roc Nation , Soul , Epic Records , Pop  , Rap  , R&B  ","The Product G&B, Carlos Santana, Jerry Duplessis, Wyclef Jean, PARTYNEXTDOOR, Bryson Tiller, Rihanna & DJ Khaled","False","nakey"
"DJ Khaled, Rihanna, Bryson Tiller","Wild Thoughts",18,"16-Jun-17"," Cloud , Roc Nation , Soul , Epic Records , Pop  , Rap  , R&B  ","The Product G&B, Carlos Santana, Jerry Duplessis, Wyclef Jean, PARTYNEXTDOOR, Bryson Tiller, Rihanna & DJ Khaled","False","naked"
"DJ Khaled, Rihanna, Bryson Tiller","Wild Thoughts",18,"16-Jun-17"," Cloud , Roc Nation , Soul , Epic Records , Pop  , Rap  , R&B  ","The Product G&B, Carlos Santana, Jerry Duplessis, Wyclef Jean, PARTYNEXTDOOR, Bryson Tiller, Rihanna & DJ Khaled","False","wanna"
"DJ Khaled, Rihanna, Bryson Tiller","Wild Thoughts",18,"16-Jun-17"," Cloud , Roc Nation , Soul , Epic Records , Pop  , Rap  , R&B  ","The Product G&B, Carlos Santana, Jerry Duplessis, Wyclef Jean, PARTYNEXTDOOR, Bryson Tiller, Rihanna & DJ Khaled","False","baby"
"DJ Khaled, Rihanna, Bryson Tiller","Wild Thoughts",18,"16-Jun-17"," Cloud , Roc Nation , Soul , Epic Records , Pop  , Rap  , R&B  ","The Product G&B, Carlos Santana, Jerry Duplessis, Wyclef Jean, PARTYNEXTDOOR, Bryson Tiller, Rihanna & DJ Khaled","False","baby"
"DJ Khaled, Rihanna, Bryson Tiller","Wild Thoughts",18,"16-Jun-17"," Cloud , Roc Nation , Soul , Epic Records , Pop  , Rap  , R&B  ","The Product G&B, Carlos Santana, Jerry Duplessis, Wyclef Jean, PARTYNEXTDOOR, Bryson Tiller, Rihanna & DJ Khaled","False","baby"
"DJ Khaled, Rihanna, Bryson Tiller","Wild Thoughts",18,"16-Jun-17"," Cloud , Roc Nation , Soul , Epic Records , Pop  , Rap  , R&B  ","The Product G&B, Carlos Santana, Jerry Duplessis, Wyclef Jean, PARTYNEXTDOOR, Bryson Tiller, Rihanna & DJ Khaled","False","spinning"
"DJ Khaled, Rihanna, Bryson Tiller","Wild Thoughts",18,"16-Jun-17"," Cloud , Roc Nation , Soul , Epic Records , Pop  , Rap  , R&B  ","The Product G&B, Carlos Santana, Jerry Duplessis, Wyclef Jean, PARTYNEXTDOOR, Bryson Tiller, Rihanna & DJ Khaled","False","wet"
"DJ Khaled, Rihanna, Bryson Tiller","Wild Thoughts",18,"16-Jun-17"," Cloud , Roc Nation , Soul , Epic Records , Pop  , Rap  , R&B  ","The Product G&B, Carlos Santana, Jerry Duplessis, Wyclef Jean, PARTYNEXTDOOR, Bryson Tiller, Rihanna & DJ Khaled","False","maytag"
"DJ Khaled, Rihanna, Bryson Tiller","Wild Thoughts",18,"16-Jun-17"," Cloud , Roc Nation , Soul , Epic Records , Pop  , Rap  , R&B  ","The Product G&B, Carlos Santana, Jerry Duplessis, Wyclef Jean, PARTYNEXTDOOR, Bryson Tiller, Rihanna & DJ Khaled","False","white"
"DJ Khaled, Rihanna, Bryson Tiller","Wild Thoughts",18,"16-Jun-17"," Cloud , Roc Nation , Soul , Epic Records , Pop  , Rap  , R&B  ","The Product G&B, Carlos Santana, Jerry Duplessis, Wyclef Jean, PARTYNEXTDOOR, Bryson Tiller, Rihanna & DJ Khaled","False","girl"
"DJ Khaled, Rihanna, Bryson Tiller","Wild Thoughts",18,"16-Jun-17"," Cloud , Roc Nation , Soul , Epic Records , Pop  , Rap  , R&B  ","The Product G&B, Carlos Santana, Jerry Duplessis, Wyclef Jean, PARTYNEXTDOOR, Bryson Tiller, Rihanna & DJ Khaled","False","wasted"
"DJ Khaled, Rihanna, Bryson Tiller","Wild Thoughts",18,"16-Jun-17"," Cloud , Roc Nation , Soul , Epic Records , Pop  , Rap  , R&B  ","The Product G&B, Carlos Santana, Jerry Duplessis, Wyclef Jean, PARTYNEXTDOOR, Bryson Tiller, Rihanna & DJ Khaled","False","brown"
"DJ Khaled, Rihanna, Bryson Tiller","Wild Thoughts",18,"16-Jun-17"," Cloud , Roc Nation , Soul , Epic Records , Pop  , Rap  , R&B  ","The Product G&B, Carlos Santana, Jerry Duplessis, Wyclef Jean, PARTYNEXTDOOR, Bryson Tiller, Rihanna & DJ Khaled","False","liquor"
"DJ Khaled, Rihanna, Bryson Tiller","Wild Thoughts",18,"16-Jun-17"," Cloud , Roc Nation , Soul , Epic Records , Pop  , Rap  , R&B  ","The Product G&B, Carlos Santana, Jerry Duplessis, Wyclef Jean, PARTYNEXTDOOR, Bryson Tiller, Rihanna & DJ Khaled","False","lit"
"DJ Khaled, Rihanna, Bryson Tiller","Wild Thoughts",18,"16-Jun-17"," Cloud , Roc Nation , Soul , Epic Records , Pop  , Rap  , R&B  ","The Product G&B, Carlos Santana, Jerry Duplessis, Wyclef Jean, PARTYNEXTDOOR, Bryson Tiller, Rihanna & DJ Khaled","False","dim"
"DJ Khaled, Rihanna, Bryson Tiller","Wild Thoughts",18,"16-Jun-17"," Cloud , Roc Nation , Soul , Epic Records , Pop  , Rap  , R&B  ","The Product G&B, Carlos Santana, Jerry Duplessis, Wyclef Jean, PARTYNEXTDOOR, Bryson Tiller, Rihanna & DJ Khaled","False","notch"
"DJ Khaled, Rihanna, Bryson Tiller","Wild Thoughts",18,"16-Jun-17"," Cloud , Roc Nation , Soul , Epic Records , Pop  , Rap  , R&B  ","The Product G&B, Carlos Santana, Jerry Duplessis, Wyclef Jean, PARTYNEXTDOOR, Bryson Tiller, Rihanna & DJ Khaled","False","'cause"
"DJ Khaled, Rihanna, Bryson Tiller","Wild Thoughts",18,"16-Jun-17"," Cloud , Roc Nation , Soul , Epic Records , Pop  , Rap  , R&B  ","The Product G&B, Carlos Santana, Jerry Duplessis, Wyclef Jean, PARTYNEXTDOOR, Bryson Tiller, Rihanna & DJ Khaled","False","thangs"
"DJ Khaled, Rihanna, Bryson Tiller","Wild Thoughts",18,"16-Jun-17"," Cloud , Roc Nation , Soul , Epic Records , Pop  , Rap  , R&B  ","The Product G&B, Carlos Santana, Jerry Duplessis, Wyclef Jean, PARTYNEXTDOOR, Bryson Tiller, Rihanna & DJ Khaled","False","gon"
"DJ Khaled, Rihanna, Bryson Tiller","Wild Thoughts",18,"16-Jun-17"," Cloud , Roc Nation , Soul , Epic Records , Pop  , Rap  , R&B  ","The Product G&B, Carlos Santana, Jerry Duplessis, Wyclef Jean, PARTYNEXTDOOR, Bryson Tiller, Rihanna & DJ Khaled","False","wild"
